Transaction ID,Customer ID,Customer Name,Age,Gender,City,Product Name,Category,Quantity,Unit Price,Discount (%),Total Amount,Purchase Date,Payment Method,Customer Rating,Order Status,Delivery Days,Membership Type
TXN00219,CUST0017,Farhan Javed,44,Female,Multan,Face Wash,Beauty,5,17925.59,30.0,62739.56,2025-06-27,Debit Card,1.7,Delivered,4.0,Basic
TXN00043,CUST0077,Zeeshan Abbasi,57,Male,Rawalpindi,Novel - Fiction,Books & Stationery,5,16439.95,5.0,78089.76,2025-11-08,Credit Card,2.3,Returned,3.0,Silver
TXN00073,CUST0007,Amina Hussain,53,Male,Karachi,Cricket Bat,Sports & Fitness,1,22434.22,0.0,22434.22,2025-05-21,Credit Card,4.4,Delivered,3.0,Basic
TXN00024,CUST0087,Kashif Hussain,64,Female,Quetta,Power Bank,Electronics,4,9996.55,0.0,39986.2,2025-11-01,Debit Card,2.7,Delivered,9.0,Basic
TXN00186,CUST0022,Sana Khan,22,Female,,Smartphone Case,Electronics,4,4110.79,,12332.37,2025-12-18,,,Delivered,,Silver
TXN00104,CUST0086,Waleed Malik,63,Female,Gujranwala,Men's T-Shirt,Clothing,6,10143.11,30.0,42601.06,2025-11-07,Credit Card,3.6,Delivered,2.0,Silver
TXN00212,CUST0039,Nadia Malik,32,Male,Multan,Formal Shirt,Clothing,3,24694.89,0.0,74084.67,2025-01-29,Credit Card,4.4,Delivered,5.0,Silver
TXN00068,CUST0026,Sana Baig,41,Male,Peshawar,Denim Jeans,Clothing,2,4888.42,10.0,8799.16,2025-01-21,Cash,2.0,Delivered,6.0,Platinum
TXN00026,CUST0033,Amina Ahmed,26,Male,Multan,Smartphone Case,Electronics,2,21136.63,10.0,38045.93,2025-07-22,Bank Transfer,3.7,Delivered,8.0,Platinum
TXN00197,CUST0045,Mehak Raza,63,Female,Gujranwala,Smartphone Case,Electronics,4,16207.03,10.0,58345.31,2025-08-18,Bank Transfer,4.2,Delivered,9.0,Gold
TXN00176,CUST0035,Fatima Yousaf,37,Female,Rawalpindi,Dry Fruits Mix,Groceries,2,5530.77,0.0,11061.54,2025-03-10,Mobile Wallet,1.3,Delivered,2.0,Basic
